CASE_ID,FARM_ID,member_id,relation_type,other_relation,house_head,sex,age,highest_edu,bank_status,socialmedia,current_location,current_status,status_2021,current_monthly_income,monthly_income_2021
4812794,3490,5,Other (specify),aunt,No,Female,60,Higher (master degree or PhD),No,Yes,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4812889,4478,1,1,,Yes,Male,47,Some secondary school,Yes,No,This village,Pensioner,Pensioner,2000 to 5000 UAH,Up to 2 000 UAH
4812889,4478,2,Spouse,,No,Female,42,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),,
4812889,4478,3,Daughter/Son,,No,Male,18,Complete secondary school,Yes,Yes,This village,Student,Student,No income,No income
4812889,4478,4,Daughter/Son,,No,Female,18,Complete secondary school,Yes,Yes,This village,Student,Student,,
4812961,3004,1,1,,Yes,Male,49,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),10000 to 15000 UAH,10000 to 15000 UAH
4812961,3004,2,Spouse,,No,Female,43,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4812961,3004,3,Daughter/Son,,No,Female,18,Complete secondary school,Yes,Yes,,Student,Student,,
4813055,2843,1,1,,Yes,Male,58,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,10000 to 15000 UAH
4813055,2843,2,Spouse,,No,Female,58,"Secondary special, incomplete higher (technical school, college)",No,No,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),No income,No income
4813055,2843,3,Granddaughter/Grandson,,No,Male,22,"Vocational school (PTU, lyceum)",No,No,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4813055,2843,4,Daughter/Son,,No,Female,39,"Vocational school (PTU, lyceum)",Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4813230,492,1,1,,Yes,Male,79,Complete secondary school,Yes,No,This village,Pensioner,Pensioner,Up to 2 000 UAH,Up to 2 000 UAH
4813230,492,2,Spouse,,No,Female,65,Higher (master degree or PhD),Yes,No,This village,Pensioner,Pensioner,Up to 2 000 UAH,Up to 2 000 UAH
4813230,492,3,Daughter/Son,,No,Female,30,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,Another village in the same Rayon,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),2000 to 5000 UAH,2000 to 5000 UAH
4813305,4772,1,1,,Yes,Male,56,Complete secondary school,Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",,2000 to 5000 UAH
4813305,4772,2,Spouse,,Yes,Female,55,"Vocational school (PTU, lyceum)",Yes,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),,Up to 2 000 UAH
4813305,4772,3,Daughter/Son,,No,Male,22,Complete secondary school,Yes,No,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),2000 to 5000 UAH,5000 to 10000 UAH
4813322,4025,1,1,,Yes,Male,44,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4813322,4025,2,Spouse,,Yes,Female,43,Higher (master degree or PhD),Yes,Yes,Another village in the same Rayon,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4813322,4025,3,Sister/Brother,,No,Female,16,Some secondary school,No,Yes,Another village in the same Rayon,Student,Student,No income,No income
4813322,4025,4,Sister/Brother,,No,Female,43,Higher (master degree or PhD),,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4813322,4025,5,Mother/Farther,,No,Female,63,Complete secondary school,No,Yes,This village,Pensioner,Pensioner,Up to 2 000 UAH,Up to 2 000 UAH
4813322,4025,6,Mother/Farther,,No,Male,67,Complete secondary school,Yes,Yes,This village,Pensioner,Pensioner,Up to 2 000 UAH,Up to 2 000 UAH
4813617,1836,1,1,,Yes,Male,49,"Vocational school (PTU, lyceum)",Yes,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),No income,Up to 2 000 UAH
4813617,1836,2,Spouse,,No,Male,49,"Vocational school (PTU, lyceum)",Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),Up to 2 000 UAH,Up to 2 000 UAH
4813617,1836,3,Daughter/Son,,No,Male,24,"Vocational school (PTU, lyceum)",Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),2000 to 5000 UAH,2000 to 5000 UAH
4813617,1836,4,Daughter/Son,,No,Male,27,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,Different Oblast,Military service,Employed by an employer (in the private or public sector),,2000 to 5000 UAH
4813800,2408,1,1,,No,Female,41,Higher (master degree or PhD),Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4813800,2408,2,Spouse,,Yes,Male,44,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)",Employed by an employer (in the private or public sector),More than 15000 UAH,5000 to 10000 UAH
4813800,2408,3,Daughter/Son,,No,Male,16,Complete secondary school,Yes,Yes,This village,Student,Student,Up to 2 000 UAH,Up to 2 000 UAH
4813875,990,1,1,,Yes,Male,59,Base higher (bachelor degree),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,10000 to 15000 UAH
4813972,2981,1,1,,Yes,Male,58,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",5000 to 10000 UAH,5000 to 10000 UAH
4813972,2981,2,Spouse,,No,Female,62,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Pensioner,Pensioner,2000 to 5000 UAH,2000 to 5000 UAH
4813994,1126,1,1,,Yes,Male,35,Base higher (bachelor degree),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4813994,1126,2,Spouse,,No,Female,32,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),No income,No income
4814354,4799,1,1,,Yes,Male,61,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4814354,4799,2,Spouse,,No,Female,61,Higher (master degree or PhD),Yes,No,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4814565,3519,1,1,,Yes,Female,37,Higher (master degree or PhD),Yes,Yes,This village,Seasonal worker,,2000 to 5000 UAH,5000 to 10000 UAH
4814565,3519,2,Spouse,,No,Male,37,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,More than 15000 UAH
4814881,1870,1,1,,Yes,Male,52,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,5000 to 10000 UAH
4814881,1870,2,Spouse,,Yes,Female,47,"Vocational school (PTU, lyceum)",No,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),No income,No income
4815045,2279,1,1,,Yes,Male,45,Higher (master degree or PhD),Yes,Yes,This village,Military service,Military service,More than 15000 UAH,More than 15000 UAH
4815045,2279,2,Spouse,,No,Female,39,Base higher (bachelor degree),Yes,Yes,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),No income,No income
4815045,2279,3,Daughter/Son,,No,Male,18,Complete secondary school,Yes,Yes,Different Oblast,Student,Student,Up to 2 000 UAH,Up to 2 000 UAH
4815201,2904,1,1,,Yes,Male,56,Higher (master degree or PhD),Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
4815201,2904,2,Spouse,,No,Female,55,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",More than 15000 UAH,More than 15000 UAH
4815283,2096,1,1,,Yes,Male,34,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,10000 to 15000 UAH
4815283,2096,2,Spouse,,No,Female,34,Higher (master degree or PhD),Yes,No,This village,Housewife (incl. maternity leave),"Carrying out independent activity, profession (own business, shop, farm, free profession)",Up to 2 000 UAH,10000 to 15000 UAH
4815683,1905,1,1,,Yes,Female,49,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,"Work based on engagement contract, author contract","Work based on engagement contract, author contract",No income,Up to 2 000 UAH
4815683,1905,2,Spouse,,No,Male,52,Complete secondary school,No,No,This village,Housewife (incl. maternity leave),Housewife (incl. maternity leave),Up to 2 000 UAH,Up to 2 000 UAH
4815683,1905,3,Daughter/Son,,No,Male,27,"Vocational school (PTU, lyceum)",No,Yes,Different Oblast,Military service,Employed by an employer (in the private or public sector),,
4815730,3495,1,1,,Yes,Male,47,Complete secondary school,Yes,Yes,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",5000 to 10000 UAH,10000 to 15000 UAH
4815730,3495,2,Spouse,,No,Female,43,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Employed by an employer (in the private or public sector),Employed by an employer (in the private or public sector),5000 to 10000 UAH,5000 to 10000 UAH
4815730,3495,3,Daughter/Son,,No,Female,22,"Secondary special, incomplete higher (technical school, college)",Yes,Yes,This village,Student,Student,No income,No income
4815730,3495,4,Daughter/Son,,No,Female,18,Complete secondary school,Yes,Yes,This village,Student,Student,2000 to 5000 UAH,2000 to 5000 UAH
4816052,1979,1,1,,Yes,Male,61,Higher (master degree or PhD),Yes,No,This village,"Carrying out independent activity, profession (own business, shop, farm, free profession)","Carrying out independent activity, profession (own business, shop, farm, free profession)",10000 to 15000 UAH,10000 to 15000 UAH
